,0,1,2,3,4,5,6,7
0,0.79564613,0.0020215677,5.991169e-06,0.00013197,9.456701e-06,0.021151893,0.18103246,4.3210818e-07
1,1.2821373e-15,0.025568934,0.0019569497,0.0034387358,6.80551e-31,0.018870708,0.95016474,7.332984e-12
2,0.683448,0.0016679077,0.00094840757,0.010304661,0.0032812057,0.046942867,0.25284207,0.00056496065
3,6.790309e-19,0.11873915,0.0061554518,0.09024725,1.1870127e-34,0.020769738,0.7640884,3.1220884e-11
4,1.1219004e-08,0.028979305,0.008675869,0.28472552,4.6190395e-16,0.031021547,0.6465911,6.6432985e-06
5,0.07142187,0.01038806,0.003580692,0.52546054,0.049385488,0.009215226,0.051850237,0.2786979
6,1.799072e-20,0.0878269,0.0007791851,0.00021644411,0.0,0.022277344,0.8889002,6.0930706e-16
7,4.440263e-09,0.0,0.012775691,1.2339361e-32,5.9917216e-32,0.9872242,9.63269e-08,4.1338355e-38
8,0.51169485,0.0010425606,0.0057706325,0.11705201,0.14228195,0.02147657,0.1515479,0.049133513
9,3.7049683e-09,0.0,0.0025122685,0.0,4.707912e-33,0.99748766,4.322353e-09,0.0
10,0.99932086,1.1878934e-06,0.0,1.6555996e-34,0.0,3.8055752e-08,0.0006779793,0.0
11,1.4121738e-08,0.028510733,0.00865744,0.2938921,7.364876e-16,0.031180473,0.6377514,7.942012e-06
12,1.186326e-13,0.044460375,6.1035024e-07,7.644341e-08,1.4933333e-33,0.007543835,0.9479951,6.634673e-18
13,0.99841464,3.7438276e-06,3.812614e-36,1.2132318e-29,0.0,3.5014972e-07,0.0015812813,0.0
14,9.157366e-10,0.06324351,0.009828696,0.5899209,5.630608e-17,0.020199394,0.31679872,8.801651e-06
15,3.995479e-10,0.0,0.0012804192,0.0,1.8444621e-36,0.9987196,5.0147236e-10,0.0
16,7.488282e-20,0.015050223,0.00012382219,2.3537634e-05,0.0,0.012349023,0.9724534,3.5139122e-17
17,1.1380191e-18,0.023897417,5.7917245e-05,1.0530783e-06,0.0,0.0112709785,0.9647726,4.000055e-18
18,0.44514963,0.0013223585,0.0139128,0.099581614,0.031614527,0.08457322,0.30819988,0.015645923
