,0,1,2,3,4,5,6,7
0,1.3409404e-15,0.08096033,2.601315e-10,8.7626095e-06,4.427228e-34,8.584079e-07,0.91903,2.074191e-21
1,8.885043e-19,0.07231394,6.57514e-12,4.9100464e-07,0.0,5.7750157e-08,0.9276855,1.2955408e-25
2,2.5924394e-19,0.06576839,2.62435e-11,1.2962277e-06,0.0,1.3593957e-07,0.9342302,6.614903e-26
3,5.1897614e-18,0.1073513,4.5384245e-11,2.0379534e-06,0.0,1.4685907e-07,0.8926465,2.5163647e-24
4,1.8514155e-12,0.116815686,2.0712769e-05,0.19896628,9.379247e-27,0.0005275527,0.6836698,2.3602398e-09
5,1.1881987e-12,0.097765215,3.8686743e-08,0.0003092068,4.7465845e-27,2.184427e-05,0.9019038,5.6019464e-17
6,5.2683884e-08,0.11579152,1.0508334e-05,0.02663388,7.609284e-17,0.0011569745,0.85640705,3.4439315e-10
7,7.1345306e-07,0.094070844,7.740941e-06,0.019181568,7.0566294e-15,0.0015927097,0.88514644,6.970924e-10
8,2.2972729e-07,0.09381601,4.623896e-06,0.011111235,4.7641527e-16,0.0010051014,0.8940628,2.177163e-10
9,2.0893343e-12,0.100028604,4.3715154e-08,0.00029894282,1.396259e-26,2.3031515e-05,0.8996494,7.523188e-17
10,1.4034717e-09,0.11225259,6.3524374e-07,0.0025266062,1.3059184e-20,0.0001724152,0.88504773,3.6940245e-13
11,1.2187249e-07,0.09355808,3.3335598e-06,0.008815963,1.1973056e-16,0.00079615094,0.8968264,9.1902666e-11
12,9.270431e-23,0.08625605,3.0252936e-12,2.4878522e-05,0.0,1.5781013e-07,0.91371894,6.696614e-27
13,6.3039367e-19,0.08755397,1.6969288e-10,0.00011136452,0.0,1.32131e-06,0.91233337,1.7580526e-22
14,1.0812458e-29,0.07301743,1.9795713e-15,5.162414e-07,0.0,1.8183302e-09,0.92698205,3.3474018e-35
15,9.526405e-26,0.07246082,1.31591e-13,2.581473e-06,0.0,1.768062e-08,0.92753655,1.2678792e-30
